# https://check.torproject.org/cgi-bin/TorBulkExitList.py?ip=1.1.1.1 and whois results
IP Address|ASN|BGP Prefix|CC|Registry|Allocated|AS Name
101.3.121.242|131627|101.3.112.0/20|TW|apnic|2010-12-13|PEICITY-AS-TW Peicity Digital Cable Television., LTD, TW
101.58.180.233|210278|101.58.0.0/16|IT|ripencc|2010-12-09|SKYIT-BB, IT
102.130.113.9|328364|102.130.113.0/24|ZA|afrinic|2018-09-19|Host-Africa-AS, ZA
103.15.226.146
103.155.93.93|57043|103.155.93.0/24|MY|apnic|2020-09-03|HOSTKEY-AS, NL
103.214.7.251|207083|103.214.4.0/22|NL|apnic|2016-04-06|HOSTSLIM-GLOBAL-NETWORK, NL
103.228.53.155|55720|103.228.53.0/24|MY|apnic|2014-03-24|GIGABIT-MY Gigabit Hosting Sdn Bhd, MY
103.234.220.205|9381|103.234.220.0/24|HK|apnic|2014-06-25|HKBNES-AS-AP HKBN Enterprise Solutions HK Limited, HK
103.236.201.88|136052|103.236.201.0/24|ID|apnic|2015-09-01|IDNIC-IDCLOUDHOST-AS-ID PT Cloud Hosting Indonesia, ID
103.251.167.10|60404|103.251.164.0/22|NL|ripencc|2013-08-02|LITESERVER, NL
103.251.167.20|60404|103.251.164.0/22|NL|ripencc|2013-08-02|LITESERVER, NL
103.251.167.21|60404|103.251.164.0/22|NL|ripencc|2013-08-02|LITESERVER, NL
103.253.41.98|133398|103.253.41.0/24|HK|apnic|2013-11-11|TELE-AS Tele Asia Limited, HK
104.149.155.226|40676|104.149.0.0/16|US|arin|2014-07-01|AS40676, US
104.192.1.138|27176|104.192.1.0/24|US|arin|2014-08-20|DATAWAGON, US
104.219.236.100|27176|104.219.236.0/24|US|arin|2014-10-31|DATAWAGON, US
104.219.236.119|27176|104.219.236.0/24|US|arin|2014-10-31|DATAWAGON, US
104.244.72.115|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.120|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.123|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.129|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.132|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.152|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.168|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.248|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.36|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.65|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.7|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.91|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.13|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.169|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.193|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.205|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.43|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.46|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.85|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.93|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.74.121|53667|104.244.74.0/24|US|arin|2014-11-10|PONYNET, US
104.244.74.211|53667|104.244.74.0/24|US|arin|2014-11-10|PONYNET, US
104.244.74.23|53667|104.244.74.0/24|US|arin|2014-11-10|PONYNET, US
104.244.74.253|53667|104.244.74.0/24|US|arin|2014-11-10|PONYNET, US
104.244.74.28
104.244.74.55
104.244.74.57|53667|104.244.74.0/24|US|arin|2014-11-10|PONYNET, US
104.244.74.97|53667|104.244.74.0/24|US|arin|2014-11-10|PONYNET, US
104.244.75.33|53667|104.244.75.0/24|US|arin|2014-11-10|PONYNET, US
104.244.75.74|53667|104.244.75.0/24|US|arin|2014-11-10|PONYNET, US
104.244.75.80|53667|104.244.75.0/24|US|arin|2014-11-10|PONYNET, US
104.244.75.88|53667|104.244.75.0/24|US|arin|2014-11-10|PONYNET, US
104.244.76.127|53667|104.244.72.0/21|US|arin|2014-11-10|PONYNET, US
104.244.76.13|53667|104.244.72.0/21|US|arin|2014-11-10|PONYNET, US
104.244.76.170|53667|104.244.72.0/21|US|arin|2014-11-10|PONYNET, US
104.244.76.173|53667|104.244.72.0/21|US|arin|2014-11-10|PONYNET, US
104.244.76.44|53667|104.244.72.0/21|US|arin|2014-11-10|PONYNET, US
104.244.77.122|53667|104.244.77.0/24|US|arin|2014-11-10|PONYNET, US
104.244.77.139|53667|104.244.77.0/24|US|arin|2014-11-10|PONYNET, US
104.244.77.208
104.244.77.235|53667|104.244.77.0/24|US|arin|2014-11-10|PONYNET, US
104.244.77.53|53667|104.244.77.0/24|US|arin|2014-11-10|PONYNET, US
104.244.77.73|53667|104.244.77.0/24|US|arin|2014-11-10|PONYNET, US
104.244.77.80|53667|104.244.77.0/24|US|arin|2014-11-10|PONYNET, US
104.244.78.160|53667|104.244.78.0/24|US|arin|2014-11-10|PONYNET, US
104.244.78.168|53667|104.244.78.0/24|US|arin|2014-11-10|PONYNET, US
104.244.78.183|53667|104.244.78.0/24|US|arin|2014-11-10|PONYNET, US
104.244.78.213|53667|104.244.78.0/24|US|arin|2014-11-10|PONYNET, US
104.244.79.187|53667|104.244.79.0/24|US|arin|2014-11-10|PONYNET, US
104.244.79.196|53667|104.244.79.0/24|US|arin|2014-11-10|PONYNET, US
104.244.79.234|53667|104.244.79.0/24|US|arin|2014-11-10|PONYNET, US
104.244.79.6|53667|104.244.79.0/24|US|arin|2014-11-10|PONYNET, US
106.104.36.18|4780|106.104.32.0/19|TW|apnic|2011-04-07|SEEDNET Digital United Inc., TW
107.152.217.2
107.174.138.172|36352|107.174.138.0/24|US|arin|2013-12-27|AS-COLOCROSSING, US
107.174.244.102|36352|107.174.244.0/22|US|arin|2013-12-27|AS-COLOCROSSING, US
107.189.1.160|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.1.175|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.1.90|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.10.143|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.189.10.150|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.189.10.154|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.189.10.218|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.189.10.237|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.189.10.63|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.189.11.153|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.189.11.207
107.189.11.228|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.189.12.135|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.12.148
107.189.12.183|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.12.238|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.12.47
107.189.12.7|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.12.88|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.12.97|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.13.143|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.13.172|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.13.251|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.13.254|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.13.77|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.13.91|53667|107.189.12.0/23|US|arin|2014-04-17|PONYNET, US
107.189.14.106|53667|107.189.14.0/24|US|arin|2014-04-17|PONYNET, US
107.189.14.123|53667|107.189.14.0/24|US|arin|2014-04-17|PONYNET, US
107.189.14.165|53667|107.189.14.0/24|US|arin|2014-04-17|PONYNET, US
107.189.14.182|53667|107.189.14.0/24|US|arin|2014-04-17|PONYNET, US
107.189.14.27|53667|107.189.14.0/24|US|arin|2014-04-17|PONYNET, US
107.189.14.77|53667|107.189.14.0/24|US|arin|2014-04-17|PONYNET, US
107.189.2.111|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.2.222|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.2.91|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.28.121|53667|107.189.28.0/23|US|arin|2014-04-17|PONYNET, US
107.189.28.144|53667|107.189.28.0/23|US|arin|2014-04-17|PONYNET, US
107.189.28.157|53667|107.189.28.0/23|US|arin|2014-04-17|PONYNET, US
107.189.28.241|53667|107.189.28.0/23|US|arin|2014-04-17|PONYNET, US
107.189.28.253|53667|107.189.28.0/23|US|arin|2014-04-17|PONYNET, US
107.189.28.84|53667|107.189.28.0/23|US|arin|2014-04-17|PONYNET, US
107.189.29.103|53667|107.189.28.0/23|US|arin|2014-04-17|PONYNET, US
107.189.29.207|53667|107.189.28.0/23|US|arin|2014-04-17|PONYNET, US
107.189.29.41|53667|107.189.28.0/23|US|arin|2014-04-17|PONYNET, US
107.189.3.110|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.3.244|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.30.115|53667|107.189.30.0/23|US|arin|2014-04-17|PONYNET, US
107.189.30.22|53667|107.189.30.0/23|US|arin|2014-04-17|PONYNET, US
107.189.30.23|53667|107.189.30.0/23|US|arin|2014-04-17|PONYNET, US
107.189.30.230|53667|107.189.30.0/23|US|arin|2014-04-17|PONYNET, US
107.189.30.58|53667|107.189.30.0/23|US|arin|2014-04-17|PONYNET, US
107.189.30.75|53667|107.189.30.0/23|US|arin|2014-04-17|PONYNET, US
107.189.30.86|53667|107.189.30.0/23|US|arin|2014-04-17|PONYNET, US
107.189.31.102|53667|107.189.30.0/23|US|arin|2014-04-17|PONYNET, US
107.189.31.134|53667|107.189.30.0/23|US|arin|2014-04-17|PONYNET, US
107.189.31.181|53667|107.189.30.0/23|US|arin|2014-04-17|PONYNET, US
107.189.31.227|53667|107.189.30.0/23|US|arin|2014-04-17|PONYNET, US
107.189.5.206|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.5.248|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.5.249|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.5.5|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.5.68|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.6.61|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.7.156|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.7.175|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.7.243|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.7.88|53667|107.189.0.0/21|US|arin|2014-04-17|PONYNET, US
107.189.8.136|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
107.189.8.33
107.189.8.65|53667|107.189.8.0/22|US|arin|2014-04-17|PONYNET, US
108.175.2.56|8560|108.175.0.0/20|US|arin|2012-02-08|IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE
109.169.33.163|20860|109.169.0.0/18|GB|ripencc|2009-11-02|IOMART-AS, GB
109.201.133.100|43350|109.201.128.0/19|NL|ripencc|2010-02-12|NFORCE, NL
